term_id,term_type,raw_label,canonical_label,normalization_status
TERM_4abc6d615144,state.culture_architecture,PDB/plant-derived productive culture,fungal culture,"normalized_partial: generic fungal culture architecture extracted; PDB medium, plant-derived context, and productivity descriptor remain only in raw_label"
TERM_0be97a0155e5,state.medium,PDB/related,potato dextrose broth (PDB),normalized_partial: PDB medium extracted; unspecified related media remain only in raw_label
TERM_73dbc90dc410,action.intervention,delete terA,terA deletion,normalized
TERM_2d8f39ff2fce,state.culture_architecture,native + heterologous fungal systems,,unresolved_composite: combines native and heterologous fungal systems; these are distinct experimental contexts and require separate representation
TERM_5d196a3742e0,state.medium,inducing media,,unresolved_underspecified: medium formulation is not identified; inducing is a functional descriptor rather than a composition
TERM_18ca4d95bbef,action.intervention,delete or heterologously express terR,,unresolved_composite: combines terR deletion with heterologous terR expression; distinct interventions require separate terms
TERM_c52ed5ce1c12,state.developmental_state,activated versus regulator-null state,,"unresolved_type_mismatch: activated versus regulator-null describes regulatory/genetic pathway state, not fungal developmental state"
TERM_4144f836ef89,assay.method,RT-PCR/promoter assays + LC,,"unresolved_composite: combines RT-PCR, promoter assays, and liquid chromatography; distinct assay modalities require separate representation"
TERM_b6e7c3fc3077,state.culture_architecture,liquid culture,liquid culture,normalized
TERM_bdf576be1700,state.medium,"glucose minimal, PDB, Sabouraud, YPD, potato broth, fruit juices",,"unresolved_composite: lists multiple distinct media/environments (glucose minimal, PDB, Sabouraud, YPD, potato broth, fruit juices); separate medium terms are required"
TERM_68d3ea1d7bcc,action.intervention,change carbon/nutrient/plant-derived environment,"carbon, nutrient, and plant-derived environment variation",normalized
TERM_195f5644de57,state.developmental_state,environmental activation states,,"unresolved_type_mismatch: label describes environmental condition/response state, not fungal developmental state"
TERM_cee2153ec256,time.window,24–72 h,24–72 h,normalized
TERM_8eacebb17408,observation.sample_matrix,β-galactosidase + metabolites,,unresolved_type_mismatch: β-galactosidase is a reporter/readout and metabolites are analytes; neither identifies the physical sample matrix
TERM_f8b8662405a2,assay.method,reporter assay + LC,,unresolved_composite: combines reporter assay and liquid chromatography; distinct assay modalities require separate representation
TERM_81f342deee3f,state.culture_architecture,defined liquid culture,liquid culture,normalized_partial: liquid culture architecture extracted; defined refers to medium composition and remains only in raw_label
TERM_7d86719383c9,state.medium,glucose minimal variants,glucose minimal medium,normalized_partial: base medium class extracted; variant formulations are unspecified and remain only in raw_label
TERM_b39af9e289e1,action.intervention,methionine supplementation; nitrogen starvation; delete AreA/AtfA singly/double; AtfA overexpression,,"unresolved_composite: combines methionine supplementation, nitrogen starvation, AreA/AtfA single/double deletions, and AtfA overexpression; separate intervention terms are required"
TERM_fb8d51caaacf,state.developmental_state,nutrient/stress state,,"unresolved_type_mismatch: nutrient/stress state describes physiological/environmental state, not fungal developmental state"
TERM_eb098709e2aa,observation.sample_matrix,reporter + RNA + terrein,RNA,normalized_partial: RNA sample matrix extracted; reporter and terrein are readout/analyte components and remain only in raw_label
TERM_833fd9fa24c3,assay.method,reporter/qPCR + LC,,"unresolved_composite: combines reporter assay, qPCR, and liquid chromatography; distinct assay modalities require separate representation"
TERM_13e6f0e8f686,state.culture_architecture,iron-defined culture,,unresolved_type_mismatch: iron-defined describes iron/medium conditions; culture architecture is not specified
TERM_31595ac04bbc,state.medium,0–200 µM FeCl3 regimes,,"unresolved_type_mismatch: FeCl3 concentration regimes are an iron-supplementation condition, not a culture medium"
TERM_f8e58b4cb45f,action.intervention,iron limitation and hapX deletion,,unresolved_composite: combines iron limitation and hapX deletion; environmental and genetic interventions require separate terms
TERM_70ba49d7ebd8,state.developmental_state,iron-starved state,,"unresolved_type_mismatch: iron-starved state is a physiological/nutrient state, not a fungal developmental state"
TERM_b760b6871220,observation.sample_matrix,terrein + gene expression,,"unresolved_type_mismatch: terrein and gene-expression readout are analyte/measurement domains, not a sample matrix"
TERM_defaa3d35a9c,assay.method,LC + qPCR,,unresolved_composite: combines liquid chromatography and qPCR; distinct assay modalities require separate representation
TERM_a12218e1a19e,state.culture_architecture,fruit infection,,"unresolved_type_mismatch: fruit infection is a host-infection context, not a culture architecture"
TERM_6fe17be998fd,state.medium,fresh fruit,,"unresolved_type_mismatch: fresh fruit is host tissue/substrate, not a defined culture medium"
TERM_dfba0ae17805,state.temperature_C,room temp,,unreviewed
TERM_c43323d15e9e,action.intervention,infect fruit with toxin-competent or pathway-null strains,fruit inoculation,normalized_partial: host inoculation action extracted; toxin-competent versus pathway-null strain comparison remains only in raw_label
TERM_085e99d91ac3,state.developmental_state,host-surface colonization,,"unresolved_type_mismatch: host-surface colonization is an ecological/interaction state, not a fungal developmental state"
TERM_8d23d3f7f133,time.window,40–60 h lesion readout,40–60 h,normalized_partial: quantitative time window extracted; lesion-readout context remains only in raw_label
TERM_1f4292a9613f,observation.sample_matrix,fruit extracts + peel lesions,,unresolved_composite: combines fruit extract and peel-lesion tissue; distinct sample materials require separate representation
TERM_1494d8b57544,assay.method,LC + spot-dilution assay,,unresolved_composite: combines liquid chromatography and spot-dilution assay; distinct assay modalities require separate representation
TERM_4c25f15e1814,state.culture_architecture,cell-free assay,,"unresolved_type_mismatch: cell-free assay is an assay system, not a culture architecture"
TERM_11a831c36bcd,state.medium,acetate/acetic-acid buffer,,"unresolved_type_mismatch: acetate/acetic-acid buffer is a reaction buffer in the linked cell-free assay, not a culture medium"
TERM_f6ee222e2252,action.intervention,incubate terrein with ferric iron across concentration/pH,terrein incubation with ferric iron,normalized_partial: chemical incubation action extracted; concentration and pH variation remain only in raw_label
TERM_d9cf9a050323,observation.sample_matrix,Fe2+ + oxidation products,,"unresolved_type_mismatch: Fe2+ and oxidation products are analytes/products, not a sample matrix"
TERM_2de87169ed84,assay.method,TPTZ assay + HPLC/NMR,,"unresolved_composite: combines TPTZ assay, HPLC, and NMR; distinct assay modalities require separate representation"
TERM_2d6d878563b6,state.culture_architecture,fungal transfer/growth assay,,"unresolved_type_mismatch: fungal transfer/growth assay is an experimental design/readout, not a culture architecture"
TERM_854b16936d56,state.medium,0–200 µM FeCl3,,"unresolved_type_mismatch: 0–200 µM FeCl3 is an iron-concentration condition, not a culture medium"
TERM_c33d300034f8,action.intervention,remove siderophore pathway alone or with terA,,unresolved_composite: combines siderophore-pathway removal alone and combined removal with terA; separate genetic interventions are required
TERM_2d59536672eb,state.developmental_state,iron-limited vegetative mycelium,vegetative growth,normalized_partial: vegetative developmental component extracted; iron-limited physiological context remains only in raw_label
TERM_06519f1bd915,time.window,post-transfer growth,,unresolved_underspecified: post-transfer growth is a relative phase without an explicit time interval
TERM_410c1e42ee6d,observation.sample_matrix,colony growth + terrein,,"unresolved_type_mismatch: colony growth and terrein are phenotype/analyte readouts, not a sample matrix"
TERM_036676b25ac3,assay.method,growth + LC,,unresolved_composite: combines growth assay and liquid chromatography; distinct assay modalities require separate representation
TERM_1a51f6d838a3,state.culture_architecture,heterologous/cell-free,,unresolved_composite: combines heterologous expression and cell-free/in-vitro systems; separate experimental-system terms are required
TERM_79adb4a283b4,action.intervention,coexpress/purify TerA and TerB; domain analysis,TerA and TerB coexpression,normalized_partial: coexpression intervention extracted; protein purification and domain analysis remain only in raw_label
TERM_9ec191938f09,state.developmental_state,cell-free/engineered,,"unresolved_type_mismatch: cell-free and engineered describe experimental-system context, not a developmental state"
TERM_97e7596e581d,assay.method,LC-MS/NMR + protein/domain studies,,"unresolved_composite: combines LC-MS, NMR, and protein/domain analyses; distinct assay modalities require separate representation"
TERM_e9677a043365,action.intervention,incubate 6-hydroxymellein with TerC/TerD systems,6-hydroxymellein incubation with TerC/TerD systems,normalized
TERM_1dcf6b8e71cb,observation.sample_matrix,oxidative intermediates,,"unresolved_type_mismatch: oxidative intermediates are analytes/products, not a sample matrix"
TERM_66271b3bb2cf,state.culture_architecture,A. terreus culture,fungal culture,normalized_partial: culture modality extracted; organism identity is represented separately
TERM_bce00f7656d5,action.intervention,delete histone deacetylase hstD,hstD deletion,normalized
TERM_b915961017ca,state.developmental_state,chromatin-perturbed state,,"unresolved_type_mismatch: chromatin perturbation is a molecular/regulatory state, not a developmental state"
TERM_1104f928c288,observation.sample_matrix,ter gene expression + terrein,,unresolved_type_mismatch: combines transcript and metabolite readouts rather than a sample matrix
TERM_59b4c98edcd2,assay.method,qPCR/LC,,unresolved_composite: combines qPCR and liquid chromatography; distinct assay modalities require separate representation
TERM_c2877d69f232,state.culture_architecture,native culture,native fungal culture,normalized
TERM_f8ce3346ac40,action.intervention,delete vrtA,vrtA deletion,normalized
TERM_91b65adf73c4,assay.method,HPLC + NMR,,unresolved_composite: combines HPLC and NMR; distinct assay modalities require separate representation
TERM_24d1632fb85e,state.culture_architecture,cell-free enzyme assay,,"unresolved_type_mismatch: cell-free enzyme assay is an assay system, not a culture architecture"
