experiment_link_id,experiment_key,relation_type,term_id,raw_value,source_ids,source_row
XLINK_985b7501f922,M4-FUNG-0437:E005,observation.sample_matrix,TERM_adfe7079b303,RNA,S003,126
XLINK_768ef8f46ea0,M4-FUNG-0437:E005,assay.method,TERM_fea76ba581c7,gene-expression quantification,S003,126
XLINK_cf68d26e7838,M4-FUNG-0438:E001,state.culture_architecture,TERM_9c85dcc0782a,native transcript analysis,S003,122
XLINK_172a39ae1722,M4-FUNG-0438:E001,action.intervention,TERM_97bb3c31b29d,profile Omp6/Omp7 and neighboring genes during growth,S003,122
XLINK_fce34aaf8fc2,M4-FUNG-0438:E001,state.developmental_state,TERM_50da165fde0a,mycelial growth,S003,122
XLINK_a7315710121e,M4-FUNG-0438:E001,time.window,TERM_24fb0026058b,growth series,S003,122
XLINK_747dca1e69c1,M4-FUNG-0438:E001,observation.sample_matrix,TERM_adfe7079b303,RNA,S003,122
XLINK_4e24f0f90f69,M4-FUNG-0438:E001,assay.method,TERM_afca26e0be8a,gene-expression analysis,S003,122
XLINK_ba749baf06b5,M4-FUNG-0438:E002,state.culture_architecture,TERM_46cd4ec169e5,heterologous/purified enzyme assay,S003,123
XLINK_d8fad75838f9,M4-FUNG-0438:E002,state.medium,TERM_14268dc686d4,defined FPP reaction,S003,123
XLINK_30748a4ad0a4,M4-FUNG-0438:E002,action.intervention,TERM_b64bc311e1c6,express and assay sesquiterpene synthase,S003,123
XLINK_77b93ff86764,M4-FUNG-0438:E002,state.developmental_state,TERM_2f5df071ce32,purified/recombinant enzyme,S003,123
XLINK_8fc1f783db99,M4-FUNG-0438:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_e19900559634,M4-FUNG-0438:E002,observation.sample_matrix,TERM_f4edbcbc7dd2,reaction products,S003,123
XLINK_89ce30449f0e,M4-FUNG-0438:E002,assay.method,TERM_3a969b94e46d,GC-MS/product analysis,S003,123
XLINK_8333e15ed49d,M4-FUNG-0438:E003,state.culture_architecture,TERM_46cd4ec169e5,heterologous/purified enzyme assay,S003,124
XLINK_9b9126cedbe9,M4-FUNG-0438:E003,state.medium,TERM_14268dc686d4,defined FPP reaction,S003,124
XLINK_eb6835ff3ced,M4-FUNG-0438:E003,action.intervention,TERM_b64bc311e1c6,express and assay sesquiterpene synthase,S003,124
XLINK_8af12c0a17ba,M4-FUNG-0438:E003,state.developmental_state,TERM_2f5df071ce32,purified/recombinant enzyme,S003,124
XLINK_5d73707810f8,M4-FUNG-0438:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_803a1762f3b2,M4-FUNG-0438:E003,observation.sample_matrix,TERM_f4edbcbc7dd2,reaction products,S003,124
XLINK_53846f1f65a3,M4-FUNG-0438:E003,assay.method,TERM_3a969b94e46d,GC-MS/product analysis,S003,124
XLINK_370131c150d8,M4-FUNG-0439:E001,state.culture_architecture,TERM_9c85dcc0782a,native transcript analysis,S003,122
XLINK_39574a1b3db6,M4-FUNG-0439:E001,action.intervention,TERM_97bb3c31b29d,profile Omp6/Omp7 and neighboring genes during growth,S003,122
XLINK_4ee92e66d93b,M4-FUNG-0439:E001,state.developmental_state,TERM_50da165fde0a,mycelial growth,S003,122
XLINK_c4e47b5b3f2d,M4-FUNG-0439:E001,time.window,TERM_24fb0026058b,growth series,S003,122
XLINK_200fbe7ff7b5,M4-FUNG-0439:E001,observation.sample_matrix,TERM_adfe7079b303,RNA,S003,122
XLINK_70f11f37eafe,M4-FUNG-0439:E001,assay.method,TERM_afca26e0be8a,gene-expression analysis,S003,122
XLINK_c39d43dcd913,M4-FUNG-0439:E002,state.culture_architecture,TERM_46cd4ec169e5,heterologous/purified enzyme assay,S003,123
XLINK_2d96e873b28e,M4-FUNG-0439:E002,state.medium,TERM_14268dc686d4,defined FPP reaction,S003,123
XLINK_196d42d614ec,M4-FUNG-0439:E002,action.intervention,TERM_b64bc311e1c6,express and assay sesquiterpene synthase,S003,123
XLINK_6cc2f26cf3d3,M4-FUNG-0439:E002,state.developmental_state,TERM_2f5df071ce32,purified/recombinant enzyme,S003,123
XLINK_c49c02e8ec7f,M4-FUNG-0439:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_166e1ff29cb1,M4-FUNG-0439:E002,observation.sample_matrix,TERM_f4edbcbc7dd2,reaction products,S003,123
XLINK_f2fe9caa1a3c,M4-FUNG-0439:E002,assay.method,TERM_3a969b94e46d,GC-MS/product analysis,S003,123
XLINK_df299ea4faec,M4-FUNG-0439:E003,state.culture_architecture,TERM_46cd4ec169e5,heterologous/purified enzyme assay,S003,124
XLINK_c50f92e305d7,M4-FUNG-0439:E003,state.medium,TERM_14268dc686d4,defined FPP reaction,S003,124
XLINK_8df983641c53,M4-FUNG-0439:E003,action.intervention,TERM_b64bc311e1c6,express and assay sesquiterpene synthase,S003,124
XLINK_aec96c9f31ac,M4-FUNG-0439:E003,state.developmental_state,TERM_2f5df071ce32,purified/recombinant enzyme,S003,124
XLINK_06cfac0d74d0,M4-FUNG-0439:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_c7e8889f0dd1,M4-FUNG-0439:E003,observation.sample_matrix,TERM_f4edbcbc7dd2,reaction products,S003,124
XLINK_a19797334322,M4-FUNG-0439:E003,assay.method,TERM_3a969b94e46d,GC-MS/product analysis,S003,124
XLINK_e311f9713e83,M4-FUNG-0440:E001,state.culture_architecture,TERM_d360621a71bb,heterologous SmbA+SmbB reconstruction,S003,122
XLINK_534e29a0e156,M4-FUNG-0440:E001,state.medium,TERM_350bc96de8db,fungal expression medium,S003,122
XLINK_40f0415511c2,M4-FUNG-0440:E001,action.intervention,TERM_7ddbc69cfd88,coexpress F. commune smbA/smbB,S003,122
XLINK_bc50a3a97843,M4-FUNG-0440:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,122
XLINK_4413426e07a0,M4-FUNG-0440:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_f1cc3ae64b64,M4-FUNG-0440:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,122
XLINK_b935ae1dd225,M4-FUNG-0440:E001,assay.method,TERM_24d2485d02a5,LC-MS/isolation/NMR,S003,122
XLINK_b97174c98707,M4-FUNG-0440:E002,state.culture_architecture,TERM_dafbfd33b584,stepwise smb reconstruction including SmbE,S003,123
XLINK_d5ce86378fda,M4-FUNG-0440:E002,state.medium,TERM_350bc96de8db,fungal expression medium,S003,123
XLINK_4f96b625dc3f,M4-FUNG-0440:E002,action.intervention,TERM_ce89a457b508,add smbE to upstream pathway genes,S003,123
XLINK_2d7da0c93257,M4-FUNG-0440:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,123
XLINK_786c846b0da5,M4-FUNG-0440:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_189ae3d64259,M4-FUNG-0440:E002,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,123
XLINK_7e8daa18c67d,M4-FUNG-0440:E002,assay.method,TERM_8617111e25af,LC-MS/isolation/MicroED,S003,123
XLINK_8da3a6fe56ae,M4-FUNG-0440:E003,state.culture_architecture,TERM_0dd68738721f,stepwise smb reconstruction including SmbF,S003,124
XLINK_7689752b6df9,M4-FUNG-0440:E003,state.medium,TERM_350bc96de8db,fungal expression medium,S003,124
XLINK_43265f93dac6,M4-FUNG-0440:E003,action.intervention,TERM_8c95eabfdded,add smbF,S003,124
XLINK_b5bf39f22fc9,M4-FUNG-0440:E003,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_80f7152866d4,M4-FUNG-0440:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_4bdd2a578007,M4-FUNG-0440:E003,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,124
XLINK_eb0382565087,M4-FUNG-0440:E003,assay.method,TERM_7025054756bc,LC-MS/isolation,S003,124
XLINK_a0e5cd613858,M4-FUNG-0440:E004,state.culture_architecture,TERM_e35108f45f1a,in-vitro methyltransferase assay,S003,125
XLINK_8e7f77f5f8d4,M4-FUNG-0440:E004,state.medium,TERM_64a67b885c29,defined substrate/SAM reaction,S003,125
XLINK_d8dc7d9095cf,M4-FUNG-0440:E004,action.intervention,TERM_176a45272d1d,assay N-demethylsambutoxin methylation,S003,125
XLINK_527c21d397ce,M4-FUNG-0440:E004,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,125
XLINK_6fa45f835ad3,M4-FUNG-0440:E004,time.window,TERM_94ecad7118c2,kinetic endpoint,S003,125
XLINK_4022413191a8,M4-FUNG-0440:E004,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,125
XLINK_8b02a6b556aa,M4-FUNG-0440:E004,assay.method,TERM_a2b2450b527f,enzyme kinetics/product analysis,S003,125
XLINK_3f689756ec0d,M4-FUNG-0440:E005,state.culture_architecture,TERM_e5e5af30e33b,gene-source validation,S003,126
XLINK_7a9e07abd14f,M4-FUNG-0440:E005,action.intervention,TERM_00aa11add2b2,clone conserved smb genes for A. nidulans reconstitution,S003,126
XLINK_664b3e2abd48,M4-FUNG-0440:E005,state.developmental_state,TERM_deedcf2aec58,native DNA source / engineered expression,S003,126
XLINK_056d3b63f383,M4-FUNG-0440:E005,observation.sample_matrix,TERM_84df5748a2ae,genomic DNA and heterologous products,S003,126
XLINK_eddf0cdf44c9,M4-FUNG-0440:E005,assay.method,TERM_e08aa5142bcd,cloning + metabolite analysis,S003,126
XLINK_4b3cbe726f28,M4-FUNG-0441:E001,state.culture_architecture,TERM_b65c6c05f299,stepwise bisA-bisK pathway reconstruction,S003,122
XLINK_cbbd7c04bf9d,M4-FUNG-0441:E001,action.intervention,TERM_a6e83c8110c7,express bis gene combinations,S003,122
XLINK_f3e86cceda07,M4-FUNG-0441:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,122
XLINK_a2c9f6e0d105,M4-FUNG-0441:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_eff312fd22a8,M4-FUNG-0441:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,122
XLINK_00d1119ff649,M4-FUNG-0441:E001,assay.method,TERM_24d2485d02a5,LC-MS/isolation/NMR,S003,122
XLINK_7e07758c64e8,M4-FUNG-0441:E002,state.culture_architecture,TERM_0c562296356a,precursor-feeding experiments,S003,123
XLINK_7da8086caaeb,M4-FUNG-0441:E002,action.intervention,TERM_02374a60e086,feed prenyl-aromatic intermediates/substrates,S003,123
XLINK_8c53915be9fa,M4-FUNG-0441:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,123
XLINK_5dff55d9c20f,M4-FUNG-0441:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_92e63bc6f52f,M4-FUNG-0441:E002,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,123
XLINK_e9e319f3a95c,M4-FUNG-0441:E002,assay.method,TERM_a5fc8368b1e0,LC-MS/product analysis,S003,123
XLINK_c330279e064b,M4-FUNG-0441:E003,state.culture_architecture,TERM_a348e215be49,in-vitro/biochemical alkynylation assay,S003,124
XLINK_29b5acc455b9,M4-FUNG-0441:E003,state.medium,TERM_1e4caabc1123,defined prenyl substrates,S003,124
XLINK_075ac289d1ee,M4-FUNG-0441:E003,action.intervention,TERM_13b4b1c631ea,test BisI alkynylation on C5 and C15 prenyl chains,S003,124
XLINK_99c1c47d82f6,M4-FUNG-0441:E003,state.developmental_state,TERM_7990c6edd4ad,purified/defined enzyme context,S003,124
XLINK_7641a9ee8c23,M4-FUNG-0441:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_160f104c8f7b,M4-FUNG-0441:E003,observation.sample_matrix,TERM_f4edbcbc7dd2,reaction products,S003,124
XLINK_033ecbf7dce9,M4-FUNG-0441:E003,assay.method,TERM_622134d1ab9a,product analysis,S003,124
XLINK_07684e739dfc,M4-FUNG-0442:E001,state.culture_architecture,TERM_0b0255dd70b8,purified laccase oxidative-coupling assay,S003,122
XLINK_758d7a33a72e,M4-FUNG-0442:E001,state.medium,TERM_f1553227abc7,defined γ-naphthopyrone substrate,S003,122
XLINK_22c13f0184f6,M4-FUNG-0442:E001,action.intervention,TERM_b89dd28ffbde,incubate substrate with AshL,S003,122
XLINK_195b1edfd6df,M4-FUNG-0442:E001,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,122
XLINK_7765ae1f9b88,M4-FUNG-0442:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_5fab3ea592f1,M4-FUNG-0442:E001,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,122
XLINK_5034b1900a15,M4-FUNG-0442:E001,assay.method,TERM_70c6fd5a3c90,chiral product analysis,S003,122
XLINK_0c9561f16856,M4-FUNG-0442:E002,state.culture_architecture,TERM_bd4d1c17d891,comparative in-vitro stereoselectivity assay,S003,123
XLINK_49e46f9f53c5,M4-FUNG-0442:E002,state.medium,TERM_73710f52f5b1,defined substrate/reaction conditions,S003,123
XLINK_ad2a71a0e49d,M4-FUNG-0442:E002,action.intervention,TERM_60988bec3e56,compare laccase identity and concentration,S003,123
XLINK_6e396c13fc4d,M4-FUNG-0442:E002,state.developmental_state,TERM_8562e7b14f6d,purified enzymes,S003,123
XLINK_ecef56779029,M4-FUNG-0442:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_f18cda0b1367,M4-FUNG-0442:E002,observation.sample_matrix,TERM_28e535740156,reaction mixtures,S003,123
XLINK_f35dd4d824e7,M4-FUNG-0442:E002,assay.method,TERM_70c6fd5a3c90,chiral product analysis,S003,123
XLINK_edbd251bf8e8,M4-FUNG-0442:E003,state.culture_architecture,TERM_2337dbca1884,pathway reconstruction / substrate-production context,S003,124
XLINK_7a4f2db16fc8,M4-FUNG-0442:E003,action.intervention,TERM_cd8e5b65b197,generate naphthopyrone monomer and couple enzymatically,S003,124
XLINK_2a442bcc0d26,M4-FUNG-0442:E003,state.developmental_state,TERM_920be8fca8a1,engineered/biochemical state,S003,124
XLINK_91908082e8a6,M4-FUNG-0442:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_2eb56c783426,M4-FUNG-0442:E003,observation.sample_matrix,TERM_f31c340c790f,products,S003,124
XLINK_0041d5fd7cef,M4-FUNG-0442:E003,assay.method,TERM_99d5372c7c58,structure/chiral analysis,S003,124
XLINK_d47eec136c3c,M4-FUNG-0443:E001,state.culture_architecture,TERM_63024320b0b0,pvhA+C reconstruction,S003,122
XLINK_9efc54682d6f,M4-FUNG-0443:E001,action.intervention,TERM_851b320eb0b1,express pvhA+pvhC,S003,122
XLINK_3b1c99d6dac4,M4-FUNG-0443:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,122
XLINK_5a8d189817be,M4-FUNG-0443:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_35e359f2066f,M4-FUNG-0443:E001,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,122
XLINK_3306f147e5a6,M4-FUNG-0443:E001,assay.method,TERM_7025054756bc,LC-MS/isolation,S003,122
XLINK_62df7f9d9a72,M4-FUNG-0443:E002,state.culture_architecture,TERM_f9cbb779559b,pvhA+C+E reconstruction,S003,123
XLINK_09851f2cdc52,M4-FUNG-0443:E002,action.intervention,TERM_3424144a5aed,add PvhE,S003,123
XLINK_ee84199dceef,M4-FUNG-0443:E002,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,123
XLINK_7ecf7a969692,M4-FUNG-0443:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_2c69ba424bd3,M4-FUNG-0443:E002,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,123
XLINK_3a0ecf9c3f64,M4-FUNG-0443:E002,assay.method,TERM_7025054756bc,LC-MS/isolation,S003,123
XLINK_2e7498f1052d,M4-FUNG-0443:E003,state.culture_architecture,TERM_89e48accc4c8,full pvhA-E reconstruction / pvhD omission,S003,124
XLINK_262d4c789ada,M4-FUNG-0443:E003,action.intervention,TERM_3ec4ee06a0e5,express full core or omit pvhD,S003,124
XLINK_456cfd99b713,M4-FUNG-0443:E003,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_b823d24e0460,M4-FUNG-0443:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_b6c1170b1b82,M4-FUNG-0443:E003,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_64135da5da9d,M4-FUNG-0443:E003,assay.method,TERM_7025054756bc,LC-MS/isolation,S003,124
XLINK_5ca4bbab1bd7,M4-FUNG-0443:E004,state.culture_architecture,TERM_2e4914499ff9,in-vitro Diels–Alderase kinetics,S003,125
XLINK_e472d382bce2,M4-FUNG-0443:E004,state.medium,TERM_a5ac1fa3636a,defined substrates 6 or 7,S003,125
XLINK_3467b16c87d9,M4-FUNG-0443:E004,action.intervention,TERM_6759994759b1,assay IMDA conversion,S003,125
XLINK_98bc0a30602f,M4-FUNG-0443:E004,state.developmental_state,TERM_b753a732a008,purified enzyme,S003,125
XLINK_bf948570d7a5,M4-FUNG-0443:E004,time.window,TERM_40a17316f5bc,12 h / kinetic series,S003,125
XLINK_092e8259a26e,M4-FUNG-0443:E004,observation.sample_matrix,TERM_da9a6f8641ca,reaction mixture,S003,125
XLINK_563c3a7aa138,M4-FUNG-0443:E004,assay.method,TERM_11bc8c6fc088,product analysis + kinetics,S003,125
XLINK_70303ad6eabc,M4-FUNG-0444:E001,state.culture_architecture,TERM_c5191027fc56,two-gene pathway reconstruction,S003,122
XLINK_870339617bd7,M4-FUNG-0444:E001,action.intervention,TERM_989b1a02607c,express Pc20g10860 ± Pc20g10870,S003,122
XLINK_33e688715eb8,M4-FUNG-0444:E001,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,122
XLINK_4478ab19dba4,M4-FUNG-0444:E001,time.window,TERM_ec418730669c,endpoint,S003,122
XLINK_be09f2e73fef,M4-FUNG-0444:E001,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,122
XLINK_c3012bdcb750,M4-FUNG-0444:E001,assay.method,TERM_2ed3dd3c3b3d,product isolation/NMR,S003,122
XLINK_4100bf18dcaf,M4-FUNG-0444:E002,state.culture_architecture,TERM_0ce2603e5202,in-vitro 13C-labeled GGPP cyclization study,S003,123
XLINK_dc9ba15f9f61,M4-FUNG-0444:E002,state.medium,TERM_ed9d92fea5ce,defined substrate reaction,S003,123
XLINK_b13975439783,M4-FUNG-0444:E002,action.intervention,TERM_46ea65282ecb,use 13C-labeled substrates,S003,123
XLINK_b629d4740ca8,M4-FUNG-0444:E002,state.developmental_state,TERM_1c55547031d3,purified/defined enzyme,S003,123
XLINK_7caf92981f2e,M4-FUNG-0444:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_5f4f106c0734,M4-FUNG-0444:E002,observation.sample_matrix,TERM_6a1b896f983d,reaction product,S003,123
XLINK_696d5de62505,M4-FUNG-0444:E002,assay.method,TERM_e0953554aba5,13C NMR + mechanistic analysis,S003,123
XLINK_a4d31aaa337c,M4-FUNG-0444:E003,state.culture_architecture,TERM_ccb3771e1415,oxidation reconstruction,S003,124
XLINK_56a39a7e8214,M4-FUNG-0444:E003,action.intervention,TERM_3df46fc619d2,coexpress cyclase and P450,S003,124
XLINK_7d9ae0a7fe25,M4-FUNG-0444:E003,state.developmental_state,TERM_ee39f992b5cd,engineered state,S003,124
XLINK_411cd40893ec,M4-FUNG-0444:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_50256e65f0e3,M4-FUNG-0444:E003,observation.sample_matrix,TERM_d5b3d920314a,culture extract,S003,124
XLINK_25a5882e71c1,M4-FUNG-0444:E003,assay.method,TERM_fa1dac1661aa,LC/NMR product analysis,S003,124
XLINK_5cbdbda955d2,M4-FUNG-0445:E001,state.culture_architecture,TERM_280e46fb49aa,native comparative genetics/transcriptomics,S003,122
XLINK_5b4edc0c9808,M4-FUNG-0445:E001,state.medium,TERM_fbc04fb03a5c,standard yeast culture; exact medium varies by assay,S003,122
XLINK_596dc4b48c56,M4-FUNG-0445:E001,action.intervention,TERM_0e828e52d894,spontaneous snf2 premature-stop mutation,S003,122
XLINK_1bd25c47c777,M4-FUNG-0445:E001,state.developmental_state,TERM_20b3d54f8464,vegetative yeast state,S003,122
XLINK_93e529af1047,M4-FUNG-0445:E001,time.window,TERM_1d332f8592e7,endpoint/transcriptomic comparison,S003,122
XLINK_dc946d214985,M4-FUNG-0445:E001,observation.sample_matrix,TERM_e3718008f23f,RNA + culture phenotype,S003,122
XLINK_2a22b0d20cfd,M4-FUNG-0445:E001,assay.method,TERM_fb6762a1a276,RNA-seq / transcript counts,S003,122
XLINK_bc7f01750daf,M4-FUNG-0445:E002,state.culture_architecture,TERM_b298865e77f8,native genetic complementation,S003,123
XLINK_885c771eb0e0,M4-FUNG-0445:E002,action.intervention,TERM_89099447fb95,restore wild-type SNF2,S003,123
XLINK_c337afc6afcc,M4-FUNG-0445:E002,state.developmental_state,TERM_9beeebd194af,complemented state,S003,123
XLINK_711a003d5c7d,M4-FUNG-0445:E002,time.window,TERM_ec418730669c,endpoint,S003,123
XLINK_709ecbb68c91,M4-FUNG-0445:E002,observation.sample_matrix,TERM_0951d2b96b59,colony phenotype + antagonism assays,S003,123
XLINK_1ad054a91386,M4-FUNG-0445:E002,assay.method,TERM_1e72a13bc133,pigmentation and competition/bioassays,S003,123
XLINK_8d98b2acbccb,M4-FUNG-0445:E003,state.culture_architecture,TERM_02b05c81e2f4,native metabolomics,S003,124
XLINK_267c373c01ee,M4-FUNG-0445:E003,action.intervention,TERM_da5b4ea4666f,compare genotype-dependent metabolite production,S003,124
XLINK_664ef5b282bb,M4-FUNG-0445:E003,state.developmental_state,TERM_4b14805e051c,WT / mutant / complemented,S003,124
XLINK_9e2b711c8578,M4-FUNG-0445:E003,time.window,TERM_ec418730669c,endpoint,S003,124
XLINK_744f91ee9601,M4-FUNG-0445:E003,observation.sample_matrix,TERM_340a6a0ca6be,culture extracts,S003,124
XLINK_ad96bfcc6ef4,M4-FUNG-0445:E003,assay.method,TERM_dbbcbde48b71,UPLC-HR-HESI-MS + labeling/feeding experiments,S003,124
XLINK_8d437ad5e7cd,M4-FUNG-0445:E004,state.culture_architecture,TERM_c10cb0d20eec,plate competition and fruit bioassays,S003,125
XLINK_f3b651bdeb14,M4-FUNG-0445:E004,state.medium,TERM_9e1ca5c5b7d1,assay-specific,S003,125
XLINK_9f12ac0aa40e,M4-FUNG-0445:E004,action.intervention,TERM_6d1d55fc48ba,challenge plant-pathogenic fungi,S003,125
XLINK_0b73df8a6311,M4-FUNG-0445:E004,state.developmental_state,TERM_67007368b4a9,antagonistic biocontrol state,S003,125
XLINK_676c94411bad,M4-FUNG-0445:E004,time.window,TERM_ec418730669c,endpoint,S003,125
XLINK_cb899d0a6653,M4-FUNG-0445:E004,observation.sample_matrix,TERM_b95452c81b41,fungal growth / fruit disease phenotype,S003,125
XLINK_2116627d9431,M4-FUNG-0445:E004,assay.method,TERM_20fc8e4281f6,competition and biocontrol assays,S003,125
XLINK_cb94b0bd7217,M4-FUNG-0445:E005,state.culture_architecture,TERM_5014625af725,labeling and feeding analysis,S003,126
XLINK_df0511f3d548,M4-FUNG-0445:E005,state.medium,TERM_8e724564e320,defined precursor-feeding context,S003,126
XLINK_c1978308b12b,M4-FUNG-0445:E005,action.intervention,TERM_7f6b04e88309,stable-isotope/precursor feeding,S003,126
XLINK_5125a6b460a9,M4-FUNG-0445:E005,state.developmental_state,TERM_62a788164521,metabolic tracing state,S003,126
