conflict_key,dossier_id,conflict_id,issue_type_raw,description_raw,evidence_A_raw,evidence_B_raw,interpretation_raw,status_raw,source_ids,source_row
M4-FUNG-0449:U001,M4-FUNG-0449,U001,strain_provenance,"Canonical BGC is M. robertsii ARSEF 23, whereas the 2020 dpma reconstruction used genes from M. anisopliae NBRC103233 because the cluster is broadly conserved.",S001 canonical strain,S003 experimental donor,Retain pathway-family heterologous evidence but do not relabel it as native ARSEF 23 experimentation.,resolved-for-atlas,S001; S003,161
M4-FUNG-0449:U002,M4-FUNG-0449,U002,boundary_scope,"Submitted MIBiG locus spans 21,541 bp while current antiSMASH regional display spans 46,612 bp and is on a contig edge.",S001 submitted interval,S002 current display,Use submitted interval for dossier identity; broader display only as context.,resolved-for-atlas,S001; S002,162
M4-FUNG-0449:U003,M4-FUNG-0449,U003,virulence_causality,Adult-fly paralysis suggests entomopathogenic relevance but no native sub-cluster deletion/virulence experiment was reported.,S003 acute bioactivity,native pathway knockout NF,Keep virulence contribution as hypothesis rather than established ecological function.,open,S003,163
M4-FUNG-0450:U001,M4-FUNG-0450,U001,boundary_failure,"The retired canonical interval is 1,537 bp, incompatible with the experimentally defined ten-gene C16 cluster.",S001 coordinate fragment,S003/S004 ten-gene biological programme,Use experimental programme for biology; retain fragment only as retired database provenance.,resolved-for-atlas,S001; S003; S004,161
M4-FUNG-0450:U002,M4-FUNG-0450,U002,strain_provenance,"The 2020 reconstruction used F. graminearum 50218 genes, while canonical identity is PH-1.",S001 PH-1,S003 donor 50218,Keep heterologous mechanistic evidence as pathway-family support; native 2023 genetics provides independent F. graminearum causal confirmation.,resolved-for-atlas,S001; S003; S004,162
M4-FUNG-0450:U003,M4-FUNG-0450,U003,product_semantics,"Canonical product list mixes final endpoints FDDP-D/E with intermediate/related molecules including FDDP-B, higginsianin B and BR-051.",S001 list,S003 pathway reconstruction,Treat FDDP-D/E as confirmed endpoints; classify other listed compounds according to pathway evidence.,resolved-for-atlas,S001; S003,163
M4-FUNG-0450:U004,M4-FUNG-0450,U004,ecological_role,"FDDP-D/E occur in infected wheat heads, but their quantitative contribution to Fusarium head blight virulence remains unproven.",S004 in-planta detection,virulence phenotype NR,Keep role as unresolved rather than causal.,open,S004,164
M4-FUNG-0451:U001,M4-FUNG-0451,U001,strain_provenance,"Canonical record is IMI 349063, whereas the 2020 heterologous dpch reconstruction used genes from C. higginsianum MAFF305635.",S001 canonical strain,S003 experimental donor,Keep reconstruction as pathway-family mechanistic evidence and native IMI 349063 metabolite/chromatin data as strain-specific evidence.,resolved-for-atlas,S001; S003; S004,161
M4-FUNG-0451:U002,M4-FUNG-0451,U002,boundary_scope,"Submitted locus is 71,639 bp, while current antiSMASH display is 91,639 bp and contig-edge flagged.",S001 submitted locus,S002 current display,Use submitted interval for ledger identity; broader current region only as context.,resolved-for-atlas,S001; S002,162
M4-FUNG-0451:U003,M4-FUNG-0451,U003,gene_scope,"Current MIBiG lists ten features, whereas the mechanistically reconstructed dpch programme is described as dpchA-H.",S002 ten features,S003 dpchA-H programme,Retain two additional features without assigning equivalent pathway functions.,open-provenance,S002; S003,163
M4-FUNG-0451:U004,M4-FUNG-0451,U004,ecological_causality,"Higginsianin B directly perturbs plant defence signalling, but purified-compound treatment does not establish its endogenous concentration or necessity during fungal infection.",S006 chemical-biology effect,native-pathway virulence knockout NF,State host-target mechanism directly but keep infection-level virulence causality unresolved.,open,S006,164
M4-FUNG-0452:U001,M4-FUNG-0452,U001,candidate_vs_validated,"The defining paper calls the Spd locus putative; no pathway-specific knockout, complementation, heterologous reconstruction or purified-enzyme validation was reported.",S003 primary source,S002 active MIBiG record,Retain the record but grade BGC-product attribution as putative/moderate.,open,S002; S003,161
M4-FUNG-0452:U002,M4-FUNG-0452,U002,taxonomy_provenance,MIBiG uses Pithomyces chartarum while the defining genome paper uses Pseudopithomyces chartarum sensu lato/formerly Pithomyces chartarum.,S001 canonical label,S003 current-name provenance,Preserve both names and avoid silently treating them as unrelated taxa.,resolved-for-atlas,S001; S003,162
M4-FUNG-0452:U003,M4-FUNG-0452,U003,gene_function_depth,"Twenty-one candidate genes have predicted ETP-related functions, but none is assigned direct P. chartarum sporidesmin chemistry in the defining study.",S002 annotations,S003 homology study,"Use annotation evidence only; do not promote predicted chlorination, sulfurization or export steps as demonstrated.",open,S002; S003,163
M4-FUNG-0453:U001,M4-FUNG-0453,U001,pathway_boundary,"MIBiG names armillyl orsellinate as a product, but the experimentally characterized five-gene interval resolves only early terpene/P450 chemistry.",S001/S002 endpoint label,S003 incomplete downstream reconstruction,"Treat BGC0002445 as a validated early pathway module, not a complete final-product cluster.",resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0453:U002,M4-FUNG-0453,U002,cyp_function_depth,"CYP-Arm3 is directly resolved, CYP-Arm2 is weakly active with unresolved product, and CYP-Arm1/4 are negative on 6-protoilludene.",S003 direct assays,downstream substrates untested,Keep CYP-Arm1/2/4 functions conservative and substrate-specific.,open,S003,165
M4-FUNG-0453:U003,M4-FUNG-0453,U003,ecological_role,Competition-protection role of protoilludene aryl esters in wood/root tissue is plausible but not directly tested for this exact branch.,S003 ecological discussion,branch-specific fitness assay NF,"Retain as hypothesis/provenance, not direct function.",open,S003,166
M4-FUNG-0453:U004,M4-FUNG-0453,U004,database_quality,MIBiG remains quality SQ_A/completeness unknown despite strong direct evidence for Pro1 and CYP-Arm3.,S001; S002,S003 mechanistic evidence,Preserve database labels independently of experimental strength.,resolved-for-atlas,S001; S002; S003,167
M4-FUNG-0454:U001,M4-FUNG-0454,U001,retired_record,BGC0002459 is retired in MIBiG although the defining BS11134 study contains native deletion and direct BFTS enzyme evidence.,S001/S002 retired status,S003 causal experimental evidence,"Retain retirement as database provenance, not as negation of experimental validation.",resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0454:U002,M4-FUNG-0454,U002,tailoring_depth,"BsPS/Ssk6 is directly resolved, while several ssk1/4/5/7/8/9 tailoring steps are proposed from cluster organization, homologous pathways and native metabolite structures.",S003 direct BsPS data,S003 proposed full pathway,Keep late gene-specific chemistry at moderate confidence unless independently biochemically demonstrated.,open,S003,165
M4-FUNG-0454:U003,M4-FUNG-0454,U003,product_scope,"Canonical MIBiG product is preterpestacin I, whereas the defining native study isolates a larger set of downstream congeners from the same broader pathway.",S001 canonical product,S003 native metabolite family,Use preterpestacin I for canonical identity and retain later congeners as contextual pathway products.,resolved-for-atlas,S001; S003,166
M4-FUNG-0454:U004,M4-FUNG-0454,U004,bioactivity_transfer,"NO-inhibition values apply to selected downstream congeners, not automatically to preterpestacin I.",S003 compound-specific assay,no preterpestacin-I activity assignment,Preserve compound-level provenance.,resolved-for-atlas,S003,167
M4-FUNG-0455:U001,M4-FUNG-0455,U001,evidence_tier,"MIBiG stores BGC0002483 as an active canonical record, while the defining publication identifies the MPAS/MPAO locus as putative and lacks causal pathway perturbation or reconstruction.",S001; S002 database status,S003 primary evidence,Retain the record with an explicit candidate-locus evidence tier.,resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0455:U002,M4-FUNG-0455,U002,gene_function_depth,"MPAS and MPAO reaction assignments are biosynthetic predictions supported by domain architecture, adjacency and coexpression rather than direct C. uncialis enzymology.",S003 prediction/correlation,S006 curated protein annotation,Do not upgrade literature-derived annotations to independent experimental evidence.,open,S003; S006,165
M4-FUNG-0455:U003,M4-FUNG-0455,U003,symbiotic_context,Usnic acid and candidate-gene transcripts were demonstrated in intact lichen material; the degree to which mycobiont isolation or symbiotic state controls pathway execution remains unresolved.,S003 intact lichen evidence,S005 cross-lichen expression evidence,Treat lichen state as a contextual modifier rather than a proven activation requirement.,open,S003; S005,166
M4-FUNG-0455:U004,M4-FUNG-0455,U004,boundary_scope,The 47.95-kb canonical interval is broader than the two-gene MPAS/MPAO functional hypothesis and lacks gene-by-gene necessity evidence.,S001/S002 interval,S003 two-gene hypothesis,Separate canonical sequence boundary from minimal functional hypothesis.,open-provenance,S001; S002; S003,167
M4-FUNG-0456:U001,M4-FUNG-0456,U001,evidence_label,"MIBiG records the locus with 'Enzymatic assays', but the defining study does not directly assay Pen-cluster enzyme reactions and explicitly calls the pathway proposed.",S001/S002 database evidence label,S003 primary paper,Downgrade gene-level enzymatic evidence to candidate/homology; preserve direct chemical interconversion evidence separately.,resolved-for-atlas,S001; S002; S003,164
M4-FUNG-0456:U002,M4-FUNG-0456,U002,post_biosynthetic_chemistry,"Several isolated ETPs transform nonenzymatically, so observed congener distributions cannot be mapped one-to-one onto enzymatic tailoring steps.",S003 transformation experiments,S003 proposed enzyme pathway,Separate biosynthetic synthesis from chemical artifact/interconversion network.,resolved-for-atlas,S003,165
M4-FUNG-0456:U003,M4-FUNG-0456,U003,boundary_scope,"The 53-kb interval contains 26 annotated genes, while pen7/pen8 were themselves noted as possibly non-biosynthetic and exact minimal pathway boundaries remain untested.",S002 canonical interval,S003 boundary discussion,Retain canonical boundary but distinguish the functional hypothesis.,open-provenance,S002; S003,166
M4-FUNG-0456:U004,M4-FUNG-0456,U004,bioactivity_transfer,Cytotoxicity and antiaging results apply primarily to adametizine A and should not be generalized across all penigainamides.,S003 compound-specific assays,family-level products,Keep bioactivity at metabolite level.,resolved-for-atlas,S003,167
M4-FUNG-0457:U001,M4-FUNG-0457,U001,ortholog_provenance,Most enzyme-by-enzyme FUM chemistry is established in related fumonisin-producing Fusarium species rather than by direct catalytic assays in G9.,S003 direct F. fujikuroi genetics,S006 homologous pathway literature,"Keep direct F. fujikuroi evidence focused on linkage, expression and complementation.",resolved-for-atlas,S003; S006,164
M4-FUNG-0457:U002,M4-FUNG-0457,U002,causal_depth,"FUM21 p.G678* is resolved, but exact causal alteration in FUM7 or the adjacent bidirectional promoter remains open and additional weak defects may exist.",S003 FUM21 allele tests,S003 FUM7 substitutions/promoter variants,Record FUM7-region causality without inventing a single molecular lesion.,open,S003,165
M4-FUNG-0457:U003,M4-FUNG-0457,U003,product_naming,"Current MIBiG short description names fumonisin B3 although the canonical product list and primary study include FB1, FB2 and FB3.",S002 short description,S001/S003 product set,Use B-series family and retain all three canonical congeners.,resolved-for-atlas,S001; S002; S003,166
M4-FUNG-0457:U004,M4-FUNG-0457,U004,strain_variation,"Different F. fujikuroi strains lose or reduce fumonisin production through different FUM-cluster alterations, including expression defects and reported partial deletions.",S003 G1,S003 IMI58289/FGSC8932 provenance,Do not generalize the G1 FUM21/FUM7 mechanism to every nonproducer strain.,open-context,S003,167
M4-FUNG-0458:U001,M4-FUNG-0458,U001,organism_provenance,"MIBiG calls the record Xenoacremonium sp. BF-2018a, while the defining study identifies the MT876600 xen locus in X. sinensis ML-31.",S001 database label,S003 primary-study strain,Use ML-31/X. sinensis for experimental provenance and retain BF-2018a as database label.,resolved-for-atlas,S001; S003,161
M4-FUNG-0458:U002,M4-FUNG-0458,U002,gene_function_depth,XenE/G/A/F/D/C have strong pathway assignments; XenB is present in the seven-gene locus but its exact role is less resolved.,S002 seven genes,S003 mechanistic pathway,Do not invent an exact XenB reaction.,open,S002; S003,162
M4-FUNG-0458:U003,M4-FUNG-0458,U003,biological_role,"Biosynthesis is strongly established, but native ecological function of xenoacremones is not.",S003 biosynthesis,ecological fitness assay NF,Keep ecological role unresolved.,open,S003,163
M4-FUNG-0459:U001,M4-FUNG-0459,U001,completeness,"MIBiG labels the 18,330-bp locus completeness unknown despite strong heterologous pathway evidence.",S001/S002 database status,S003 mechanistic reconstruction,Preserve completeness-unknown independently of mechanistic strength.,open-provenance,S001; S002; S003,169
M4-FUNG-0459:U002,M4-FUNG-0459,U002,gene_function_depth,SpoL/SpoF have direct partner-dependence evidence; SpoB and SpoR are less deeply resolved.,S003 direct coupling,S002 annotations,Do not assign unsupported exact reactions to SpoB or native regulatory action to SpoR.,open,S002; S003,170
M4-FUNG-0460:U001,M4-FUNG-0460,U001,evidence_scope,The primary study identifies the brq locus as putative despite strong producer/nonproducer coexpression.,S003 coordinated RNA-seq and biruloquinone phenotype,pathway-specific knockout/reconstruction/enzymology NF,"Represent BGC–product attribution as high-likelihood association, not direct causality.",open,S003,164
M4-FUNG-0460:U002,M4-FUNG-0460,U002,historical_assignment,An earlier CmaPKS1/PKS15 assignment to biruloquinone was superseded by the 2021 transcriptome-based PKS21/brq5 model.,earlier PKS assignment discussed in S003,S003 PKS21 expression/phylogeny/locus evidence,Use brq5/PKS21 as the current candidate while preserving the earlier model as superseded provenance.,resolved-for-atlas,S003,165
