source_key,dossier_id,source_id,source_type_raw,year_raw,title_or_database_raw,doi_or_accession_raw,pmid_raw,url_raw,note,source_row
M4-FUNG-0389:S003,M4-FUNG-0389,S003,"Current MIBiG gene list: tolA, tolB, tolC, tolD.",,,,,,,17
M4-FUNG-0390:S001,M4-FUNG-0390,S001,"Canonical read-only Atlas source row for M4-FUNG-0390: BGC0002231, retired/SQ_A/completeness unknown; Fusarium verticillioides 7600, TaxID 334819, CM000580.1:786581-802994; defining reference PMID 33155797.",,,,,,,15
M4-FUNG-0390:S002,M4-FUNG-0390,S002,Current active MIBiG fusaric-acid record BGC0001190 for Fusarium verticillioides 7600; CM000580.1; active/SQ_A/completeness unknown. Used to preserve the retired-accession versus current-active-record distinction.,,,,,,,16
M4-FUNG-0390:S003,M4-FUNG-0390,S003,"Brown et al. 2012, Fungal Genetics and Biology 49:521-532, DOI 10.1016/j.fgb.2012.05.010, PMID 22652150; Brown et al. 2015, Molecular Plant-Microbe Interactions 28:319-332, DOI 10.1094/MPMI-09-14-0264-R, PMID 25372119; Hai et al. 2020, JACS 142:19668-19677, DOI 10.1021/jacs.0c09352, PMID 33155797.",,,,,,,17
M4-FUNG-0391:S001,M4-FUNG-0391,S001,Current MIBiG BGC0002232; Claviceps purpurea 20.1; CAGA01000020.1.,,,,,,,15
M4-FUNG-0391:S002,M4-FUNG-0391,S002,MIBiG records ergotamine with NMR evidence and a 94.5-kb locus containing multiple NRPS and tailoring genes.,,,,,,,16
M4-FUNG-0391:S003,M4-FUNG-0391,S003,Canonical ergot-alkaloid biosynthesis literature underlying the Claviceps NRPS assembly pathway.,,,,,,,17
M4-FUNG-0392:S001,M4-FUNG-0392,S001,Current MIBiG BGC0002233; Trichoderma virens Gv29-8; ABDF02000086.1.,,,,,,,15
M4-FUNG-0392:S002,M4-FUNG-0392,S002,"Liu et al. 2019, JACS, DOI 10.1021/jacs.9b09669.",,,,,,,16
M4-FUNG-0392:S003,M4-FUNG-0392,S003,"Primary study reports full virA-L heterologous reconstitution, product titers and antifungal MICs.",,,,,,,17
M4-FUNG-0393:S001,M4-FUNG-0393,S001,Current MIBiG BGC0002234; Aspergillus ruber CBS 135680; KK088422.1.,,,,,,,15
M4-FUNG-0393:S002,M4-FUNG-0393,S002,"Nies et al. 2020, Organic Letters, 'Biosynthesis of the Prenylated Salicylaldehyde Flavoglaucin Requires Temporary Reduction to Salicyl Alcohol for Decoration before Reoxidation to the Final Product'; PMID 32134669.",,,,,,,16
M4-FUNG-0393:S003,M4-FUNG-0393,S003,"Current MIBiG lists an eight-gene pathway region with PKS, redox enzymes, P450 and aromatic prenyltransferase.",,,,,,,17
M4-FUNG-0394:S001,M4-FUNG-0394,S001,Current MIBiG BGC0002235; Pyricularia oryzae 70-15; CM001232.1.,,,,,,,15
M4-FUNG-0394:S002,M4-FUNG-0394,S002,"Song et al. 2015, Chemical Science, DOI 10.1039/C4SC03707C; PMID 29142718.",,,,,,,16
M4-FUNG-0394:S003,M4-FUNG-0394,S003,"Böhnert et al. 2004 Plant Cell, PMID 15319478; Collemare et al. 2008 New Phytologist, PMID 18433432.",,,,,,,17
M4-FUNG-0395:S001,M4-FUNG-0395,S001,Canonical Atlas source and current MIBiG BGC0002236; Aspergillus oryzae RIB40; AP007175.1:110000-122000; active/SQ_A/completeness unknown.,,,,,,,15
M4-FUNG-0395:S002,M4-FUNG-0395,S002,"Nakazawa et al. 2012, ChemBioChem, DOI 10.1002/cbic.201200107; PMID 22447538.",,,,,,,16
M4-FUNG-0395:S003,M4-FUNG-0395,S003,Current MIBiG gene inventory: AO090010000047-AO090010000049.,,,,,,,17
M4-FUNG-0396:S001,M4-FUNG-0396,S001,Canonical Atlas source and current MIBiG BGC0002237; A. oryzae RIB40; AP007164.1:1384493-1408051; active/SQ_A/completeness unknown.,,,,,,,15
M4-FUNG-0396:S002,M4-FUNG-0396,S002,"Chankhamjon et al. 2016, Angew Chem Int Ed, DOI 10.1002/anie.201604516; PMID 27559694.",,,,,,,16
M4-FUNG-0396:S003,M4-FUNG-0396,S003,"Liu et al. 2021, JACS, DOI 10.1021/jacs.1c02868; PMID 33957045.",,,,,,,17
M4-FUNG-0397:S001,M4-FUNG-0397,S001,Canonical Atlas source and current MIBiG BGC0002238; A. oryzae RIB40; AP007162.1:422338-433403; active/SQ_A/completeness unknown.,,,,,,,15
M4-FUNG-0397:S002,M4-FUNG-0397,S002,"Kan et al. 2021, ChemBioChem, DOI 10.1002/cbic.202000505; PMID 32885554.",,,,,,,16
M4-FUNG-0397:S003,M4-FUNG-0397,S003,Current MIBiG product and locus annotation for BGC0002238.,,,,,,,17
M4-FUNG-0398:S001,M4-FUNG-0398,S001,Canonical Atlas source and current MIBiG BGC0002239; Acremonium sp.; MW690134.1; active/SQ_A/completeness unknown; heterologous-expression evidence.,,,,,,,15
M4-FUNG-0398:S002,M4-FUNG-0398,S002,"Ohashi et al. 2021, JACS, DOI 10.1021/jacs.1c00098; PMID 33834778; PMCID PMC8094548.",,,,,,,16
M4-FUNG-0398:S003,M4-FUNG-0398,S003,"Current MIBiG products: GKK1032 A2, pyrrocidine A and pyrrocidine B.",,,,,,,17
M4-FUNG-0399:S001,M4-FUNG-0399,S001,Canonical Atlas source and current MIBiG BGC0002240; Metarhizium anisopliae; JNNZ01000213.1:28438-39968; active/SQ_A/completeness unknown.,,,,,,,15
M4-FUNG-0399:S002,M4-FUNG-0399,S002,"Sbaraini et al. 2021, Fungal Genetics and Biology 152:103568, DOI 10.1016/j.fgb.2021.103568; PMID 33991663.",,,,,,,16
M4-FUNG-0399:S003,M4-FUNG-0399,S003,Reviewed UniProt Ba17a P0DUT7 summarizing experimentally demonstrated sufficiency and Ba17b-associated product shift from PMID 33991663.,,,,,,,17
M4-FUNG-0400:S001,M4-FUNG-0400,S001,Canonical Atlas source row for BGC0002241: retired/SQ_A/completeness unknown; Byssochlamys sp. IMV 00236; MSJH02000815.1:275072-281748; product ywa1.,,,,,,,15
M4-FUNG-0400:S002,M4-FUNG-0400,S002,"Lim et al. 2021, Fungal Genetics and Biology 152:103567, DOI 10.1016/j.fgb.2021.103567; PMID 33989788; defining study is Paecilomyces variotii.",,,,,,,16
M4-FUNG-0400:S003,M4-FUNG-0400,S003,Later Paecilomyces variotii developmental genetics independently identifies pvpP as the PKS required for YWA1 pigment production; PMID 39384276.,,,,,,,17
M4-FUNG-0401:S001,M4-FUNG-0401,S001,Canonical Atlas source and current MIBiG BGC0002242; Aspergillus ustus; JOMC01000058.1:11073-34877; active/SQ_A/completeness unknown.,,,,,,,15
M4-FUNG-0401:S002,M4-FUNG-0401,S002,"Zheng et al. 2021, Organic Letters, DOI 10.1021/acs.orglett.1c00166; PMID 33656898.",,,,,,,16
M4-FUNG-0401:S003,M4-FUNG-0401,S003,Current MIBiG product assignment: oxepinamide D.,,,,,,,17
M4-FUNG-0402:S001,M4-FUNG-0402,S001,Canonical Atlas source BGC0002243; retired/SQ_A/completeness unknown; Cladonia macilenta KoLRI003786; AUPP01000053.1:77631-97058.,,,,,,,15
M4-FUNG-0402:S002,M4-FUNG-0402,S002,"Kim et al. 2021, Journal of Fungi 7:398, DOI 10.3390/jof7050398; PMID 34065383.",,,,,,,16
M4-FUNG-0402:S003,M4-FUNG-0402,S003,Defining study comparative transcriptomics and synteny supporting brq1-brq6 candidate-cluster boundaries.,,,,,,,17
M4-FUNG-0403:S001,M4-FUNG-0403,S001,Current MIBiG BGC0002244; Neopestalotiopsis clavispora; JAANBA010000208.1:1-45207; active/SQ_A/completeness unknown; knockout studies.,,,,,,,15
M4-FUNG-0403:S002,M4-FUNG-0403,S002,"Liu et al. 2019, Journal of Microbiology and Biotechnology 29:1570-1579, DOI 10.4014/jmb.1905.05051; PMID 31474098; defining experimental organism Pestalotiopsis microspora.",,,,,,,16
M4-FUNG-0403:S003,M4-FUNG-0403,S003,"Liu et al. 2022, Microbiological Research 257:126977, DOI 10.1016/j.micres.2022.126977; PMID 35114496; DibT regulatory follow-up in Pestalotiopsis microspora.",,,,,,,17
M4-FUNG-0404:S001,M4-FUNG-0404,S001,Canonical Atlas source and current MIBiG BGC0002245; Bipolaris maydis C5; KB445573.1:1492430-1503522; active/SQ_A/completeness unknown; heterologous-expression evidence.,,,,,,,15
M4-FUNG-0404:S002,M4-FUNG-0404,S002,"Narita et al. 2018, Journal of Organic Chemistry 83:7042-7048, DOI 10.1021/acs.joc.7b03220; PMID 29417814.",,,,,,,16
M4-FUNG-0404:S003,M4-FUNG-0404,S003,"Current MIBiG product set: terpestacin and preterpestacin 1, 2 and 3.",,,,,,,17
M4-FUNG-0405:S001,M4-FUNG-0405,S001,"Canonical Atlas source and current MIBiG BGC0002246 v3: active/SQ_A/completeness unknown; Hypholoma sublateritium FD-334 SS-4, taxon 945553; KN817616.1:12156-61600; terpene; product naematolin; heterologous-expression evidence.",,,,,,,15
M4-FUNG-0405:S002,M4-FUNG-0405,S002,"Al-Salihi et al. 2019, The Biogenetic Origin of the Biologically Active Naematolin of Hypholoma Species Involves an Unusual Sesquiterpene Synthase, Molecular Biotechnology 61:754-762; DOI 10.1007/s12033-019-00199-x; PMID 31392585; PMCID PMC7019648.",,,,,,,16
M4-FUNG-0405:S003,M4-FUNG-0405,S003,"NCBI Taxonomy taxon 945553: Hypholoma sublateritium FD-334 SS-4; lineage Basidiomycota, Agaricomycetes, Agaricales, Strophariaceae, Hypholoma.",,,,,,,17
M4-FUNG-0405:S004,M4-FUNG-0405,S004,"Current MIBiG v4-derived functional-annotation resource reports BGC0002246 as a 20-gene terpene cluster with naematolin as main product; used only for current record context, not to upgrade untested gene functions.",,,,,,,18
M4-FUNG-0406:S001,M4-FUNG-0406,S001,"Current MIBiG BGC0002247 v2: retired; Amesia nigricolor; PKS + NRPS; historical products chaetoconvosins A/B, chamiside A and naematolin.",,,,,,,15
M4-FUNG-0406:S002,M4-FUNG-0406,S002,"Original chaetoconvosin natural-product report, Organic Letters 2012, DOI 10.1021/ol302943v; used for compound chemistry/bioactivity context, not locus causality.",,,,,,,16
M4-FUNG-0406:S003,M4-FUNG-0406,S003,Recent Amesia nigricolor metabolite-isolation literature reporting chamiside and chaetoconvosin family members; used only as organism-level chemical context.,,,,,,,17
M4-FUNG-0407:S001,M4-FUNG-0407,S001,Current MIBiG BGC0002248 v3: active/SQ_A/completeness unknown; Aspergillus flavus NRRL3357; terpene + NRPS; heterologous-expression evidence.,,,,,,,15
M4-FUNG-0407:S002,M4-FUNG-0407,S002,"Yee et al. 2020, Journal of the American Chemical Society, flavunoidine biosynthesis; DOI 10.1021/jacs.9b13046; PMID 31885262.",,,,,,,16
M4-FUNG-0407:S003,M4-FUNG-0407,S003,Canonical MIBiG locus context on CP059868.1 and product assignment to flavunoidine.,,,,,,,17
M4-FUNG-0408:S001,M4-FUNG-0408,S001,Current MIBiG BGC0002249 v2: active/SQ_A/completeness unknown; Arthrinium phaeospermum; PKS; heterologous-expression evidence.,,,,,,,15
M4-FUNG-0408:S002,M4-FUNG-0408,S002,"Morishita et al. 2019, Organic Letters, phaeospelide A biosynthesis; DOI 10.1021/acs.orglett.9b01674; PMID 31180682.",,,,,,,16
M4-FUNG-0408:S003,M4-FUNG-0408,S003,Canonical locus context QYRS01000001.1:4443220-4453403.,,,,,,,17
M4-FUNG-0409:S001,M4-FUNG-0409,S001,Current MIBiG BGC0002250 v2: active; Pyrenophora tritici-repentis Pt-1C-BFP; PKS + NRPS; products triticones A-F.,,,,,,,15
M4-FUNG-0409:S002,M4-FUNG-0409,S002,"Rawlinson et al. 2019/2020, Environmental Microbiology, triticone biosynthetic genetics; DOI 10.1111/1462-2920.14854; PMID 31698543; PMCID PMC6915911.",,,,,,,16
M4-FUNG-0409:S003,M4-FUNG-0409,S003,Defining metabolomics and pathogenicity data from the ttcA deletion study.,,,,,,,17
M4-FUNG-0410:S001,M4-FUNG-0410,S001,Current MIBiG BGC0002251 v2: retired; Cyanodermella asteris; NRPS; historical astin A/B/C/D/F/G/H product set.,,,,,,,15
M4-FUNG-0410:S002,M4-FUNG-0410,S002,"Primary fungal-origin/astin-cluster study, PMCID PMC6936678; axenic production and AstN-centered cluster characterization.",,,,,,,16
M4-FUNG-0410:S003,M4-FUNG-0410,S003,Later 2026 astin/Cyanodermella study reassessing host cross-talk; used to avoid overclaiming plant dependence.,,,,,,,17
M4-FUNG-0411:S001,M4-FUNG-0411,S001,Current MIBiG BGC0002252 v2: retired; Coprinopsis strossmayeri; terpene; historical δ6-protoilludene/bovistol/illudin/prebovistol product set.,,,,,,,15
M4-FUNG-0411:S002,M4-FUNG-0411,S002,"Bovistol biosynthesis/candidate-cluster study, PLoS ONE 2020; DOI 10.1371/journal.pone.0229925; PMID 32251434; PMCID PMC7135263.",,,,,,,16
M4-FUNG-0411:S003,M4-FUNG-0411,S003,Defining study RNA-seq and terpene-cyclase phylogenetic evidence used for candidate-locus nomination.,,,,,,,17
M4-FUNG-0412:S001,M4-FUNG-0412,S001,Current MIBiG BGC0002253 v3: active/SQ_A; Aspergillus sp. FM242; PKS; waikikiamides A-C and semivioxanthin-related product set; MT457560.1 locus.,,,,,,,15
M4-FUNG-0412:S002,M4-FUNG-0412,S002,"Waikikiamide discovery/biosynthetic proposal, Organic Letters 2020; DOI 10.1021/acs.orglett.0c01411; PMID 32433885.",,,,,,,16
M4-FUNG-0412:S003,M4-FUNG-0412,S003,Current MIBiG gene annotations for SvioA/C/M/L/T and SvioR1/R2; used without upgrading predicted functions to direct enzymology.,,,,,,,17
M4-FUNG-0413:S001,M4-FUNG-0413,S001,"Current MIBiG BGC0002254 v3: active/SQ_A; Aspergillus sp. FM242; canonical product set includes notoamide F, (+)-semivioxanthin, waikikiamides and notoamide A.",,,,,,,15
M4-FUNG-0413:S002,M4-FUNG-0413,S002,"Waikikiamide/notoamide-associated discovery context, Organic Letters 2020, DOI 10.1021/acs.orglett.0c01411.",,,,,,,16
M4-FUNG-0413:S003,M4-FUNG-0413,S003,Current MIBiG/antiSMASH-derived annotations for NotD/NotE/NotG/NotH and prenylation-associated functions; used as annotation evidence only.,,,,,,,17
M4-FUNG-0414:S001,M4-FUNG-0414,S001,Current MIBiG BGC0002255 v3: active/SQ_A/completeness unknown; Ascomycota sp. F53; PKS; KT874412.1 locus; product lijiquinone.,,,,,,,15
M4-FUNG-0414:S002,M4-FUNG-0414,S002,"Cain et al. 2020, Microbial Biotechnology, genome mining of a Taxus yunnanensis fungal endophyte and discovery of lijiquinone; PMID 32281262.",,,,,,,16
M4-FUNG-0414:S003,M4-FUNG-0414,S003,Current MIBiG lijA-lijH gene-region context; no detailed biosynthesis module available.,,,,,,,17
M4-FUNG-0415:S001,M4-FUNG-0415,S001,"Current MIBiG BGC0002256 v3: active/SQ_A/completeness unknown; Fusarium equiseti; NRPS + other; BK013344.1:1-23896; products fusarochromanone, desacetylfusarochromene, fusarochromene and 4-hydroxykynurenine.",,,,,,,15
M4-FUNG-0415:S002,M4-FUNG-0415,S002,"Marshall et al. 2021, Organic & Biomolecular Chemistry, fusarochromanone biosynthetic-gene-cluster analysis; DOI 10.1039/D0OB02031A; PMID 33107888.",,,,,,,16
M4-FUNG-0415:S003,M4-FUNG-0415,S003,"Xie et al. 1989, Applied and Environmental Microbiology, historical fusarochromanone biosynthesis context; DOI 10.1128/AEM.55.4.794-797.1989.",,,,,,,17
M4-FUNG-0416:S001,M4-FUNG-0416,S001,Canonical Atlas source and current MIBiG BGC0002257: Xylaria schweinitzii; MN628571.1:1-21661; active/SQ_A/completeness unknown; PKS; product rufoschweinitzin; heterologous-expression evidence.,,,,,,,15
M4-FUNG-0416:S002,M4-FUNG-0416,S002,"Enzymatic Formation of Rufoschweinitzin, a Binaphthalene from the Basidiomycete Cortinarius rufoolivaceus. ChemBioChem (2020); DOI 10.1002/cbic.201900742; PMID 32159919; PMCID PMC7384108.",,,,,,,16
M4-FUNG-0416:S003,M4-FUNG-0416,S003,"NCBI Taxonomy taxon 364010, Xylaria schweinitzii; used for authoritative organism identity.",,,,,,,17
M4-FUNG-0417:S001,M4-FUNG-0417,S001,Canonical Atlas source and current MIBiG BGC0002258: Aspergillus stellatus; LC462123.1:1-25000; active/SQ_A/completeness unknown; products shimalactone A and B; heterologous-expression evidence.,,,,,,,15
M4-FUNG-0417:S002,M4-FUNG-0417,S002,"Shimalactone biosynthesis study, Angewandte Chemie International Edition (2020); DOI 10.1002/anie.202001024; PMID 32129542.",,,,,,,16
M4-FUNG-0417:S003,M4-FUNG-0417,S003,"NCBI Taxonomy taxon 1549217, Aspergillus stellatus; used for authoritative organism identity.",,,,,,,17
M4-FUNG-0418:S001,M4-FUNG-0418,S001,Canonical Atlas source and current MIBiG BGC0002259: Cordyceps militaris CM01; JH126399.1:4116198-4146740; active/SQ_A/completeness unknown; PKS + NRPS; products beauveriolide I and III; heterologous-expression and structure-inference evidence.,,,,,,,15
M4-FUNG-0418:S002,M4-FUNG-0418,S002,"Wang et al. 2020, Genome mining and biosynthesis of the Acyl-CoA:cholesterol acyltransferase inhibitor beauveriolide I and III in Cordyceps militaris. Journal of Biotechnology 309:85-91; DOI 10.1016/j.jbiotec.2020.01.002; PMID 31926180.",,,,,,,16
M4-FUNG-0418:S003,M4-FUNG-0418,S003,"Yin et al. 2020, Production of Diverse Beauveriolide Analogs in Closely Related Fungi. mSphere 5:e00667-20; DOI 10.1128/mSphere.00667-20; PMID 32878933.",,,,,,,17
M4-FUNG-0419:S001,M4-FUNG-0419,S001,"Canonical Atlas source and current MIBiG BGC0002260: Annulohypoxylon truncatum; MT383109.1; active/SQ_A/completeness unknown; terpene; products trichobrasilenol, xylarenic acid B and brasilanes A/D/E/F; heterologous-expression evidence.",,,,,,,15
M4-FUNG-0419:S002,M4-FUNG-0419,S002,"Feng et al. 2020, Biosynthesis of oxygenated brasilane terpene glycosides involves a promiscuous N-acetylglucosamine transferase. Chemical Communications 56:12419-12422; DOI 10.1039/D0CC03950K; PMID 32936132.",,,,,,,16
M4-FUNG-0419:S003,M4-FUNG-0419,S003,"NCBI Taxonomy taxon 327061, Annulohypoxylon truncatum.",,,,,,,17
M4-FUNG-0420:S001,M4-FUNG-0420,S001,Canonical Atlas source and current MIBiG BGC0002261: Fusarium sp.; LC515193.1; active/SQ_A/completeness unknown; PKS; product lucilactaene.,,,,,,,15
M4-FUNG-0420:S002,M4-FUNG-0420,S002,"Takahashi-Ando et al. 2020, Biosynthetic gene cluster identification and biological activity of lucilactaene from Fusarium sp. RK97-94. Bioscience, Biotechnology, and Biochemistry 84:1303-1307; DOI 10.1080/09168451.2020.1725419; PMID 32043422.",,,,,,,16
M4-FUNG-0420:S003,M4-FUNG-0420,S003,"Takahashi-Ando et al. 2022, Isolation of new lucilactaene derivatives from P450 monooxygenase and aldehyde dehydrogenase knockout Fusarium sp. RK97-94 strains. Journal of Antibiotics; DOI 10.1038/s41429-022-00529-3; PMID 35484225.",,,,,,,17
M4-FUNG-0421:S001,M4-FUNG-0421,S001,"Canonical Atlas source and current MIBiG BGC0002262: Hypomontagnella monticulosa; MT889334.1; active/SQ_A/completeness unknown; canonically PKS; products include sporothriolide, trienylfuranol A and sporothric/sporochartine derivatives.",,,,,,,15
M4-FUNG-0421:S002,M4-FUNG-0421,S002,"Tian et al. 2020/2021, The sporothriolides. A new biosynthetic family of fungal secondary metabolites. Chemical Science; DOI 10.1039/D0SC04886K; PMID 34123230; PMCID PMC8162735.",,,,,,,16
M4-FUNG-0421:S003,M4-FUNG-0421,S003,"NCBI Taxonomy taxon 2487000, Hypomontagnella monticulosa.",,,,,,,17
M4-FUNG-0422:S001,M4-FUNG-0422,S001,Canonical Atlas source BGC0002263 v3: retired/SQ_A/completeness unknown; Spiromastix sp. SCSIO F190; WXTY01000002.1:4688058-4751266; product spiromarmycin; evidence recorded as gene expression correlated with compound production. Specific current retirement reason was NF in accessible MIBiG search.,,,,,,,15
M4-FUNG-0422:S002,M4-FUNG-0422,S002,Upregulation of a marine fungal biosynthetic gene cluster by an endobacterial symbiont. Communications Biology (2020); DOI 10.1038/s42003-020-01239-y; PMID 32968175; PMCID PMC7511336.,,,,,,,16
M4-FUNG-0422:S003,M4-FUNG-0422,S003,"NCBI Taxonomy taxon 2695271, Spiromastix sp. SCSIO F190.",,,,,,,17
M4-FUNG-0423:S001,M4-FUNG-0423,S001,Current MIBiG BGC0002264: Aspergillus hancockii; MBFL02000005.1:62010-93497; active/SQ_A/completeness unknown; NRPS Type I; products hancockiamides A-F; heterologous-expression and enzymatic-assay evidence.,,,,,,,15
M4-FUNG-0423:S002,M4-FUNG-0423,S002,"Li et al. 2021, Hancockiamides: phenylpropanoid piperazines from Aspergillus hancockii are biosynthesised by a versatile dual single-module NRPS pathway. Organic & Biomolecular Chemistry 19:587-595; DOI 10.1039/D0OB02243H; PMID 33242032.",,,,,,,16
M4-FUNG-0423:S003,M4-FUNG-0423,S003,"NCBI Taxonomy taxon 1873369, Aspergillus hancockii.",,,,,,,17
M4-FUNG-0424:S001,M4-FUNG-0424,S001,Current MIBiG BGC0002265: retired; reason 'Missing gene annotations'; historical Stereocaulon alpinum PKS entry for atranorin; canonical locus JAEUBA010000024.1:288761-305833.,,,,,,,15
M4-FUNG-0424:S002,M4-FUNG-0424,S002,"Kim et al. 2021, Linking a Gene Cluster to Atranorin, a Major Cortical Substance of Lichens, through Genetic Dereplication and Heterologous Expression. mBio 12:e01111-21; DOI 10.1128/mBio.01111-21; PMID 34154413; PMCID PMC8262933.",,,,,,,16
M4-FUNG-0424:S003,M4-FUNG-0424,S003,Earlier Stereocaulon alpinum genomic/BGC context cited by canonical source: Scientific Reports (2017); DOI 10.1038/s41598-017-08225-1.,,,,,,,17
M4-FUNG-0425:S001,M4-FUNG-0425,S001,Canonical Atlas source and current MIBiG BGC0002266: Aspergillus calidoustus; CDMC01000002.1:3476615-3495862; active/SQ_A/completeness unknown; PKS + terpene; products calidoustene A/B/C; knockout evidence.,,,,,,,15
M4-FUNG-0425:S002,M4-FUNG-0425,S002,"Huang et al. 2021, Biosynthesis of Fungal Drimane-Type Sesquiterpene Esters. Angewandte Chemie International Edition; DOI 10.1002/anie.202108970; PMID 34468074; PMCID PMC8596746.",,,,,,,16
M4-FUNG-0425:S003,M4-FUNG-0425,S003,"NCBI Taxonomy taxon 454130, Aspergillus calidoustus.",,,,,,,17
M4-FUNG-0426:S001,M4-FUNG-0426,S001,authoritative database,2024,MIBiG BGC0002267.2 — azasperpyranone A biosynthetic gene cluster from Aspergillus terreus NIH2624,BGC0002267.2,NA,https://mibig.secondarymetabolites.org/repository/BGC0002267.2/index.html,"Current MIBiG v4-era record; quality SQ_A, completeness unknown.",173
M4-FUNG-0426:S002,M4-FUNG-0426,S002,primary research,2020,Collaborative Biosynthesis of a Class of Bioactive Azaphilones by Two Separate Gene Clusters Containing Four PKS/NRPSs with Transcriptional Crosstalk in Fungi,10.1002/anie.201915514,31908094,https://pubmed.ncbi.nlm.nih.gov/31908094/,Primary evidence source.,174
M4-FUNG-0426:S003,M4-FUNG-0426,S003,authoritative taxonomy,2026,NCBI Taxonomy — Aspergillus terreus NIH2624,taxon:341663,NA,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=341663,Authoritative taxonomy context.,175
M4-FUNG-0426:S004,M4-FUNG-0426,S004,mechanistic review,2022,Biosynthesis of Fungal Natural Products Involving Two Separate Pathway Crosstalk,PMID:35330322,35330322,https://pubmed.ncbi.nlm.nih.gov/35330322/,Secondary mechanistic source used only where exact gene-level mapping is not exposed by current MIBiG.,176
M4-FUNG-0427:S001,M4-FUNG-0427,S001,canonical read-only source,current,BGC_AUTOMATION_SOURCE_Fungal_BGC_Atlas — BGC List row for M4-FUNG-0427 / BGC0002268,BGC0002268.3,,,,180
