claim_key,dossier_id,claim_id,claim_text,evidence_type_raw,direct_or_inferred_raw,supporting_detail_raw,caveat_raw,source_ids,source_row
M4-FUNG-0429:C002,M4-FUNG-0429,C002,Pipecolic acid precursor supply is branched between SWN genes and unclustered fungal metabolism.,gene deletion + feeding,direct,swnA/swnR loss reduces rather than abolishes production.,Exact quantitative contributions vary with state.,S003,143
M4-FUNG-0429:C003,M4-FUNG-0429,C003,Swainsonine was dispensable for the tested plant-colonization and insect-infection phenotypes.,host-interaction bioassays,direct,SW-deficient strains retained tested interaction phenotypes.,Does not establish absence of all ecological functions.,S003,144
M4-FUNG-0430:C001,M4-FUNG-0430,C001,Deletion of atqA/ATEG_00700 links the NRPS-like gene directly to asterriquinone CT5 production in A. terreus NIH2624.,targeted knockout + HPLC-DAD-MS,direct,Metabolite profile lost in the atqA deletion strain.,Does not assign specific steps to all neighboring canonical genes.,S003,142
M4-FUNG-0431:C001,M4-FUNG-0431,C001,Deletion of anaPS/ATEG_10305 links the two-module NRPS directly to the asterrelenin/epi-aszonalenin A metabolite family.,targeted knockout + metabolite profiling,direct,Associated indole-alkaloid peaks are lost in the deletion strain.,Neighboring-gene functions are not equivalently validated.,S003,142
M4-FUNG-0431:C002,M4-FUNG-0431,C002,MIBiG substrate annotation supports tryptophan and anthranilate loading by anaPS.,structure-based NRPS substrate inference,inferred,Two modules are annotated with Trp and anthranilate substrate predictions.,Substrate prediction is not a direct purified-enzyme assay.,S002,143
M4-FUNG-0432:C001,M4-FUNG-0432,C001,Deletion of btyA/ATEG_02815 directly links this NRPS-like enzyme to butyrolactone I/III production in A. terreus NIH2624.,targeted knockout + metabolite profiling,direct,Butyrolactone-related metabolite profile is lost in the btyA mutant.,Does not validate every gene in the 19-gene canonical interval.,S003,142
M4-FUNG-0432:C002,M4-FUNG-0432,C002,BtyA is consistent with an aromatic α-keto-acid synthetase using 4-hydroxyphenylpyruvate.,MIBiG substrate inference + enzyme-family homology,inferred,MIBiG annotates 4-hydroxyphenylpyruvate and curated functional homology identifies BtyA.,The 2013 deletion study is not a purified-enzyme reconstruction.,S002; S005,143
M4-FUNG-0433:C001,M4-FUNG-0433,C001,Deletion of apvA/ATEG_02004 directly links the NRPS-like gene to aspulvinone H/B1 production in A. terreus NIH2624.,targeted knockout + metabolite profiling,direct,Aspulvinone-related metabolite profile is lost in the deletion strain.,Does not by itself establish the detailed catalytic mechanism.,S003,142
M4-FUNG-0433:C002,M4-FUNG-0433,C002,ApvA is predicted to use 4-hydroxyphenylpyruvate as its aromatic α-keto-acid substrate.,structure-based substrate inference,inferred,MIBiG module annotation gives 4-hydroxyphenylpyruvate.,No direct purified-enzyme substrate assay in the defining deletion study.,S002,143
M4-FUNG-0434:C001,M4-FUNG-0434,C001,AnATPKS is an NRPS–NRPKS hybrid megasynthetase sufficient to build amino-acid-derived α-pyrone pathway products in a heterologous fungal host.,heterologous expression + biochemical domain analysis,direct,Heterologous expression produces pyrophen-pathway metabolites.,Native regulation is not inferred from heterologous sufficiency.,S003,142
M4-FUNG-0434:C002,M4-FUNG-0434,C002,AnOMT directly methylates pyrophen-pathway intermediates.,purified-enzyme assay,direct,SAM-dependent conversion observed with active but not boiled enzyme.,Specific in-vivo flux contribution depends on expression context.,S003,143
M4-FUNG-0434:C003,M4-FUNG-0434,C003,"The AnATPKS adenylation domain is promiscuous toward substituted phenylalanines, enabling precursor-directed analogue biosynthesis.",A-domain assay + precursor feeding,direct,Multiple substituted analogues were accessed and characterized.,Engineered analogue generation is not evidence that all analogues are native metabolites.,S003,144
M4-FUNG-0435:C001,M4-FUNG-0435,C001,ATRR catalyzes two sequential two-electron reductions converting glycine betaine to choline through glycine betaine aldehyde.,purified-enzyme characterization,direct,Biochemical function established with substrate/inhibitor analysis.,This is primary-metabolic/homeostatic chemistry despite NRPS-like architecture.,S003,142
M4-FUNG-0435:C002,M4-FUNG-0435,C002,ATRR is required for normal choline biosynthesis and glycine-betaine homeostasis in A. nidulans.,gene knockout + chemical complementation,direct,Δatrr growth/metabolic phenotype is rescued by choline under betaine challenge.,Assay-specific physiological role; broader fungal regulation remains open.,S003,143
M4-FUNG-0436:C001,M4-FUNG-0436,C001,GreA directly activates aromatic α-keto acids and catalyzes atromentin formation.,ATP-PPi exchange + purified-enzyme product assay,direct,Biochemical characterization establishes substrate activation and product formation.,Native regulatory context is outside the enzyme-assay evidence.,S003,142
M4-FUNG-0436:C002,M4-FUNG-0436,C002,The GreA adenylation domain recognizes aromatic α-keto acids including 4-hydroxyphenylpyruvate and phenylpyruvate.,ATP-PPi exchange substrate assay,direct,Direct substrate-specificity measurements underpin the nonribosomal code proposal.,Assay substrate range is not identical to native flux distribution.,S002; S003,143
M4-FUNG-0437:C001,M4-FUNG-0437,C001,"Deletion of PbhdaA derepresses the brs programme, elevates brs transcription and reveals brasiliamide I production.",CRISPR/Cas9 epigenetic perturbation + expression + HPLC,direct,Wild type and ΔPbhdaA were directly compared.,Does not imply PbhdaA is a pathway enzyme.,S003,142
M4-FUNG-0437:C002,M4-FUNG-0437,C002,BrsA stereoselectively accepts L-phenylalanine and is required for formation of the brasiliamide piperazine scaffold.,gene deletion + purified full-length NRPS assay,direct,Core genetics and in-vitro substrate selectivity agree.,Detailed downstream tailoring is separate from this core assignment.,S003,143
M4-FUNG-0437:C003,M4-FUNG-0437,C003,BrsJ is an α-ketoglutarate-dependent nonheme iron dioxygenase that cleaves the piperazine ring during brasiliamide A biosynthesis.,gene deletion + purified-enzyme assay,direct,Direct late tailoring chemistry.,Applies to the demonstrated substrate/pathway context.,S003,144
M4-FUNG-0437:C004,M4-FUNG-0437,C004,"BrsH and BrsD participate in brasiliamide tailoring, but their exact chemical steps are less completely resolved in the available evidence.",targeted deletion + metabolite-profile analysis,direct/inferred,Deletion changes pathway output.,Do not assign a specific enzyme reaction without stronger direct evidence.,S003,145
M4-FUNG-0438:C001,M4-FUNG-0438,C001,The defining study directly established two O. olearius sesquiterpene synthases that produce δ-6 protoilludene as their dominant product.,recombinant/purified enzyme assays,direct,Omp6 ~95%; Omp7 ~96% δ-6 protoilludene.,Exact mapping of Omp6 versus Omp7 to BGC0002279 is unresolved.,S003,142
M4-FUNG-0438:C002,M4-FUNG-0438,C002,Native sesquiterpene-synthase neighborhoods show coordinated transcription during growth.,gene-expression correlation,direct_at_locus_pair_level,STS and neighboring putative biosynthetic genes were coregulated.,Coexpression alone does not prove each neighboring enzyme step.,S003,143
M4-FUNG-0438:C003,M4-FUNG-0438,C003,BGC0002279 is retained as a retired canonical protoilludene interval without forcing an unsupported Omp6/Omp7 historical label.,database provenance + evidence reconciliation,inferred/inference,Canonical interval and defining locus-pair biology agree at product-family level.,Accession-level label mapping remains open.,S001; S002; S003,144
M4-FUNG-0439:C001,M4-FUNG-0439,C001,The defining study directly established two O. olearius sesquiterpene synthases that produce δ-6 protoilludene as their dominant product.,recombinant/purified enzyme assays,direct,Omp6 ~95%; Omp7 ~96% δ-6 protoilludene.,Exact mapping of Omp6 versus Omp7 to BGC0002280 is unresolved.,S003,142
M4-FUNG-0439:C002,M4-FUNG-0439,C002,Native sesquiterpene-synthase neighborhoods show coordinated transcription during growth.,gene-expression correlation,direct_at_locus_pair_level,STS and neighboring putative biosynthetic genes were coregulated.,Coexpression alone does not prove each neighboring enzyme step.,S003,143
M4-FUNG-0439:C003,M4-FUNG-0439,C003,BGC0002280 is retained as a retired canonical protoilludene interval without forcing an unsupported Omp6/Omp7 historical label.,database provenance + evidence reconciliation,inferred/inference,Canonical interval and defining locus-pair biology agree at product-family level.,Accession-level label mapping remains open.,S001; S002; S003,144
M4-FUNG-0440:C001,M4-FUNG-0440,C001,F. commune smb genes are sufficient to reconstruct (-)-sambutoxin biosynthesis stepwise in Aspergillus nidulans.,heterologous pathway reconstruction,direct,Genomic DNA from F. commune supplied the pathway genes.,"This is heterologous sufficiency, not a native F. commune knockout.",S003,142
M4-FUNG-0440:C002,M4-FUNG-0440,C002,SmbE installs C11 hydroxylation that enables tetrahydropyran formation through intramolecular Michael addition.,stepwise reconstruction + structural analysis,direct/mechanistic,Tetrahydropyran-bearing intermediate 13 characterized.,Ring closure follows the oxidation and is not assigned as a separate enzyme reaction.,S003,143
M4-FUNG-0440:C003,M4-FUNG-0440,C003,SmbF installs the para-hydroxyl group late on a phenylalanine-derived side chain rather than by direct tyrosine incorporation.,heterologous reconstruction,direct,N-demethylsambutoxin appears after SmbF.,Corrects the intuitive precursor model.,S003,144
M4-FUNG-0440:C004,M4-FUNG-0440,C004,SmbG catalyzes the final N-methylation to sambutoxin.,purified-enzyme kinetics + pathway reconstruction,direct,KM and kcat measured for N-demethylsambutoxin.,Native regulation is outside this assay.,S003,145
M4-FUNG-0441:C001,M4-FUNG-0441,C001,The bis gene programme is sufficient in heterologous systems to reconstruct biscognienyne/eutypinic-acid pathway chemistry.,heterologous expression + feeding,direct,Multiple pathway products/intermediates were recovered.,Native regulation is not inferred from heterologous sufficiency.,S003,142
M4-FUNG-0441:C002,M4-FUNG-0441,C002,BisI is a cytochrome P450 alkynylase that directly constructs an alkyne on prenyl chains.,in-vitro biochemical assay,direct,Defining study established unprecedented P450 alkynylation.,Applies to tested prenyl substrates.,S003,143
M4-FUNG-0441:C003,M4-FUNG-0441,C003,BisI accepts both C5 and C15 prenyl-chain substrates.,substrate-feeding/in-vitro assays,direct,Demonstrates substrate promiscuity.,Engineered substrate range does not define native flux.,S003,144
M4-FUNG-0441:C004,M4-FUNG-0441,C004,The broad MIBiG product list contains pathway intermediates and branch products as well as principal natural products.,database + pathway synthesis,inference,Twelve listed outputs are not interpreted as twelve equivalent final products.,Preserves product semantics.,S001; S002; S003,145
M4-FUNG-0442:C001,M4-FUNG-0442,C001,AshL-class fungal laccase catalysis can impose regio- and atropselective oxidative phenol coupling on γ-naphthopyrones.,purified-enzyme stereochemical assay,direct,Enantioenriched dimeric naphthopyrones formed.,Condition-dependent flexibility observed for one compared enzyme should not be generalized to every laccase.,S003,142
M4-FUNG-0442:C002,M4-FUNG-0442,C002,The Aschersonia locus links the nrPKS AshP to naphthopyrone monomer formation and AshL to dimerization toward (P)-ustilaginoidin A.,pathway reconstruction + enzyme assay,direct/inferred,Core PKS–laccase pathway logic.,Two other canonical genes remain less resolved.,S002; S003,143
M4-FUNG-0442:C003,M4-FUNG-0442,C003,Axial chirality can be controlled directly by fungal laccase catalysis rather than arising solely from nonselective oxidation.,comparative biochemical stereochemistry,direct/mechanistic,Three enzymes were highly P-selective.,Specific selectivity remains enzyme/condition dependent.,S003,144
M4-FUNG-0443:C001,M4-FUNG-0443,C001,PvhE suppresses premature nonenzymatic trans-decalin formation by oxidizing a terminal methyl group to a carboxylate.,stepwise heterologous reconstruction,direct/mechanistic,Reactive 3 is converted to less-reactive 6.,Deactivation is chemical control preceding final DAase catalysis.,S003,142
M4-FUNG-0443:C002,M4-FUNG-0443,C002,PvhB catalyzes the final exo-selective IMDA reaction that forms the cis-octahydrodecalin core.,purified-enzyme kinetics + heterologous pathway reconstruction,direct,>95% conversion and kinetic constants measured.,Applies to carboxylated substrates 6/7.,S003,143
M4-FUNG-0443:C003,M4-FUNG-0443,C003,PvhD methylation biases the pathway toward varicidin A and strongly improves PvhB turnover of substrate 7.,gene omission + enzyme kinetics,direct,pvhD omission produces B; PvhB kcat is much higher for 7.,Methylation is not itself the cyclization step.,S003,144
M4-FUNG-0443:C004,M4-FUNG-0443,C004,"Varicidin A and B show antifungal activity against Candida albicans at 8 and 16 µg/mL MIC, respectively.",MIC assay,direct,A is more potent under the reported assay.,Does not establish native ecological function.,S003,145
M4-FUNG-0444:C001,M4-FUNG-0444,C001,"Pc20g10860 is a bifunctional diterpene synthase that constructs deoxyconidiogenol through a cyclization involving successive 1,2-alkyl shifts.",heterologous expression + 13C isotope mechanistic assay,direct,Cyclization mechanism experimentally traced.,"Mechanistic proof is enzyme-level, not native regulation.",S003,142
M4-FUNG-0444:C002,M4-FUNG-0444,C002,Pc20g10870 catalyzes two oxidation rounds from deoxyconidiogenol to conidiogenone.,heterologous pathway reconstruction,direct,Two-gene pathway yields final product.,No additional enzyme required for the demonstrated conversion.,S003,143
M4-FUNG-0444:C003,M4-FUNG-0444,C003,"Conidiogenone is historically a conidiation-inducing factor in P. cyclopium, but the defining P. rubens pathway study does not directly demonstrate that signaling phenotype in Wisconsin 54-1255.",cross-species biological-role provenance,inferred_for_P_rubens,Similar biosynthetic genes occur across many Penicillium species.,Do not transfer developmental phenotype as strain-specific proof.,S003,144
M4-FUNG-0445:C001,M4-FUNG-0445,C001,Snf2 is required for normal access to the M. pulcherrima pulcherriminic-acid programme.,spontaneous loss-of-function genetics + complementation + transcriptomics,direct,snf2 premature-stop mutant loses pigmentation and strongly represses PUL1-3; wild-type SNF2 complementation restores pigmentation/antagonism.,"Snf2 is a global chromatin remodeler, not a pathway-specific enzyme.",S003,142
M4-FUNG-0445:C002,M4-FUNG-0445,C002,"Cyclo(Leu-Leu), pulcherriminic acid and related pulcherrimin-associated metabolites depend strongly on Snf2 state under the tested conditions.",UPLC-HR-HESI-MS + genotype comparison,direct,Metabolites are detected in WT/complemented strains and undetectable in pigmentless snf2 mutant.,Does not by itself assign each metabolite to a specific PUL enzyme.,S003,143
